doi,year,type,title,authors,venue,cited_by_count,is_oa,oa_url,abstract,found_by,pavement_hit,drift_hit,label_hybrid,screen_ti_ab,screen_fulltext,exclusion_reason,hybridisation_type,self_describes_as_hybrid,optimiser,base_learner,pavement_domain,pavement_family,data_source,n_samples,n_inputs,split_protocol,external_validation,leakage_risk,hyperparam_reporting,baseline_strength,premium_computable,premium_value,budget_parity_reported,optimiser_novelty_claim,repeated_runs_reported,uncertainty_quantified,interpretability_method,metrics_reported,best_reported_R2,best_reported_F1,code_available,data_available,deployment_evidence,critique_note
10.1016/j.measurement.2020.108077,2020,journal-article,Autonomous pavement distress detection using ground penetrating radar and region-based deep learning,"Gao, Jie; Yuan, Dongdong; Tong, Zheng; Yang, Jiangang; Yu, Di",Measurement,110,,,,B:deep learning pavement | C:hybrid machine learning pavement distress | C:optimized machine learning pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.jclepro.2016.12.002,2017,journal-article,Application of lignin-based by-product stabilized silty soil in highway subgrade: A field investigation,"Zhang, Tao; Cai, Guojun; Liu, Songyu",Journal of Cleaner Production,110,,,,A:forensic-based investigation optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2011.574136,2011,journal-article,Experimental investigation into the multiscale behaviour of asphalt concrete,"Underwood, B. Shane; Kim, Y. Richard",International Journal of Pavement Engineering,107,,,,A:forensic-based investigation optimization asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1061/(asce)1076-0342(2006)12:2(77),2006,journal-article,Estimation of Pavement Performance Deterioration Using Bayesian Approach,"Hong, Feng; Prozzi, Jorge A.",Journal of Infrastructure Systems,105,,,,A:bayesian optimization pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2020.1833204,2020,journal-article,Automated pavement distress detection using region based convolutional neural networks,"Ibragimov, Eldor; Lee, Hyun-Jong; Lee, Jong-Jae; Kim, Namgyu",International Journal of Pavement Engineering,104,,,,B:convolutional neural network pavement | C:hybrid model pavement distress | C:hybrid intelligent model pavement distress | C:soft computing pavement distress | C:data-driven model pavement distress | C:surrogate model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2020.120080,2020,journal-article,A triple-thresholds pavement crack detection method leveraging random structured forest,"Peng, Cheng; Yang, Mingqiang; Zheng, Qinghe; Zhang, Jiong; Wang, Deqiang; Yan, Ruyu; Wang, Jiaxing; Li, Bangjun",Construction and Building Materials,104,,,,B:random forest pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/rs14163892,2022,journal-article,Automatic Detection of Pothole Distress in Asphalt Pavement Using Improved Convolutional Neural Networks,"Wang, Danyu; Liu, Zhen; Gu, Xingyu; Wu, Wenxiu; Chen, Yihan; Wang, Lutai",Remote Sensing,103,,,"To realize the intelligent and accurate measurement of pavement surface potholes, an improved You Only Look Once version three (YOLOv3) object detection model combining data augmentation and structure optimization is proposed in this study. First, color adjustment was used to enhance the image contrast, and data augmentation was performed through geometric transformation. Pothole categories were subdivided into P1 and P2 on the basis of whether or not there was water. Then, the Residual Network (ResNet101) and complete IoU (CIoU) loss were used to optimize the structure of the YOLOv3 model, and the K-Means++ algorithm was used to cluster and modify the multiscale anchor sizes. Lastly, the robustness of the proposed model was assessed by generating adversarial examples. Experimental results demonstrated that the proposed model was significantly improved compared with the original YOLOv3 model; the detection mean average precision (mAP) was 89.3%, and the F1-score was 86.5%. On the attacked testing dataset, the overall mAP value reached 81.2% (−8.1%), which shows that this proposed model performed well on samples after random occlusion and adding noise interference, proving good robustness.",B:convolutional neural network asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298430802169432,2009,journal-article,Laboratory investigation of moisture damage in rubberised asphalt mixtures containing reclaimed asphalt pavement,"Xiao, Feipeng; Amirkhanian, Serji N.",International Journal of Pavement Engineering,103,,,,A:genetic algorithm asphalt pavement | A:differential evolution asphalt pavement | A:simulated annealing asphalt pavement | A:harmony search asphalt pavement | A:cuckoo search asphalt pavement | A:firefly algorithm asphalt pavement | A:bat algorithm asphalt pavement | A:whale optimization algorithm asphalt pavement | A:grasshopper optimization algorithm asphalt pavement | A:harris hawks optimization asphalt pavement | A:symbiotic organisms search asphalt pavement | A:teaching-learning-based optimization asphalt pavement | A:jaya algorithm asphalt pavement | A:marine predators algorithm asphalt pavement | A:arithmetic optimization asphalt pavement | A:equilibrium optimizer asphalt pavement | A:political optimizer asphalt pavement | A:coot optimization asphalt pavement | A:dipper throated optimization asphalt pavement | A:fennec fox optimization asphalt pavement | A:dingo optimization algorithm asphalt pavement | A:forensic-based investigation optimization asphalt pavement | A:gravitational search algorithm asphalt pavement | A:bayesian optimization asphalt pavement | A:tree-structured parzen estimator asphalt pavement | A:optuna asphalt pavement | A:hyperparameter optimization asphalt pavement | A:metaheuristic optimization asphalt pavement | A:nature-inspired algorithm asphalt pavement | A:swarm intelligence asphalt pavement | A:evolutionary optimization asphalt pavement | B:multilayer perceptron asphalt pavement | B:deep learning asphalt pavement | B:recurrent neural network asphalt pavement | B:transformer network asphalt pavement | B:graph neural network asphalt pavement | B:extreme learning machine asphalt pavement | B:wavelet neural network asphalt pavement | B:support vector regression asphalt pavement | B:random forest asphalt pavement | B:gradient boosting asphalt pavement | B:categorical boosting asphalt pavement | B:light gradient boosting asphalt pavement | B:gaussian process regression asphalt pavement | B:group method of data handling asphalt pavement | B:gene expression programming asphalt pavement | B:multi-gene genetic programming asphalt pavement | B:evolutionary polynomial regression asphalt pavement | B:stacking ensemble asphalt pavement | B:variational mode decomposition asphalt pavement | B:empirical mode decomposition asphalt pavement | C:hybrid model asphalt pavement | C:hybrid machine learning asphalt pavement | C:hybrid intelligent model asphalt pavement | C:optimized machine learning asphalt pavement | C:soft computing asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model asphalt pavement | C:explainable machine learning asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2006.05.041,2008,journal-article,Mechanistic-empirical mixture design for hot mix asphalt pavement recycling,"Widyatmoko, Iswandaru",Construction and Building Materials,103,,,,B:empirical mode decomposition asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2023.131852,2023,journal-article,A novel transformer-based network with attention mechanism for automatic pavement crack detection,"Guo, Feng; Liu, Jian; Lv, Chengshun; Yu, Huayang",Construction and Building Materials,102,,,,B:transformer network pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1109/access.2022.3196660,2022,journal-article,Pothole and Plain Road Classification Using Adaptive Mutation Dipper Throated Optimization and Transfer Learning for Self Driving Cars,"Alhussan, Amel Ali; Khafaga, Doaa Sami; El-Kenawy, El-Sayed M.; Ibrahim, Abdelhameed; Eid, Marwa Metwally; Abdelhamid, Abdelaziz A.",IEEE Access,101,,,,A:dipper throated optimization pavement | A:dipper throated optimization asphalt pavement | A:dipper throated optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.applthermaleng.2017.04.024,2017,journal-article,Temperature prediction model of asphalt pavement in cold regions based on an improved BP neural network,"Xu, Bo; Dan, Han-Cheng; Li, Liang",Applied Thermal Engineering,100,,,,B:artificial neural network asphalt pavement | B:convolutional neural network asphalt pavement | B:recurrent neural network asphalt pavement | B:graph neural network asphalt pavement | B:physics-informed neural network asphalt pavement | B:wavelet neural network asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/s22093537,2022,journal-article,Improvement of Lightweight Convolutional Neural Network Model Based on YOLO Algorithm and Its Research in Pavement Defect Detection,"Du, Fu-Jun; Jiao, Shuang-Jian",Sensors,99,,,"To ensure the safe operation of highway traffic lines, given the imperfect feature extraction of existing road pit defect detection models and the practicability of detection equipment, this paper proposes a lightweight target detection algorithm with enhanced feature extraction based on the YOLO (You Only Look Once) algorithm. The BIFPN (Bidirectional Feature Pyramid Network) network structure is used for multi-scale feature fusion to enhance the feature extraction ability, and Varifocal Loss is used to optimize the sample imbalance problem, which improves the accuracy of road defect target detection. In the evaluation test of the model in the constructed PCD1 (Pavement Check Dataset) dataset, the mAP@.5 (mean Average Precision when IoU = 0.5) of the BV-YOLOv5S (BiFPN Varifocal Loss-YOLOv5S) model increased by 4.1%, 3%, and 0.9%, respectively, compared with the YOLOv3-tiny, YOLOv5S, and B-YOLOv5S (BiFPN-YOLOv5S; BV-YOLOv5S does not use the Improved Focal Loss function) models. Through the analysis and comparison of experimental results, it is proved that the proposed BV-YOLOv5S network model performs better and is more reliable in the detection of pavement defects and can meet the needs of road safety detection projects with high real-time and flexibility requirements.",B:convolutional neural network pavement | B:convolutional neural network asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/electronics9010003,2019,journal-article,Development of the Road Pavement Deterioration Model Based on the Deep Learning Method,"Choi, Seunghyun; Do, Myungsik",Electronics,99,,,"In Korea, data on pavement conditions, such as cracks, rutting depth, and the international roughness index, are obtained using automatic pavement condition investigation equipment, such as ARAN and KRISS, for the same sections of national highways annually to manage their pavement conditions. This study predicts the deterioration of road pavement by using monitoring data from the Korean National Highway Pavement Management System and a recurrent neural network algorithm. The constructed algorithm predicts the pavement condition index for each section of the road network for one year by learning from the time series data for the preceding 10 years. Because pavement type, traffic load, and environmental characteristics differed by section, the sequence lengths (SQL) necessary to optimize each section were also different. The results of minimizing the root-mean-square error, according to the SQL by section and pavement condition index, showed that the error was reduced by 58.3–68.2% with a SQL value of 1, while pavement deterioration in each section could be predicted with a high coefficient of determination of 0.71–0.87. The accurate prediction of maintenance timing for pavement in this study will help optimize the life cycle of road pavement by increasing its life expectancy and reducing its maintenance budget.",B:deep learning pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2016.07.008,2016,journal-article,Prediction of the resilient modulus of flexible pavement subgrade soils using adaptive neuro-fuzzy inference systems,"Sadrossadat, Ehsan; Heidaripanah, Ali; Osouli, Saeedeh",Construction and Building Materials,99,,,,B:adaptive neuro-fuzzy inference system pavement | B:adaptive neuro-fuzzy inference system asphalt pavement | B:adaptive neuro-fuzzy inference system subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
